,path,size,Class
1,audio/tool_0363.wav,10477228,tool
2,audio/bg_0011_time_stretch_0.wav,4509400,bags
3,audio/bg_0012_time_stretch_0.wav,4091322,bags
4,audio/bg_0011_time_stretch_3.wav,3664552,bags
5,audio/bg_0012_time_stretch_1.wav,3651772,bags
6,audio/bg_0043_time_stretch_3.wav,3354028,bags
7,audio/bg_0044_time_stretch_3.wav,3316010,bags
8,audio/bg_0043_time_stretch_1.wav,3055368,bags
9,audio/bg_0043_time_stretch_0.wav,3035804,bags
10,audio/bg_0044_time_stretch_0.wav,2856068,bags
11,audio/bg_0011_time_stretch_1.wav,2837366,bags
12,audio/bg_0016_time_stretch_1.wav,2598048,bags
13,audio/bg_0012.wav,2589578,bags
14,audio/bg_0011.wav,2589578,bags
15,audio/bg_0012_time_stretch_3.wav,2461676,bags
16,audio/bg_0044.wav,2337226,bags
17,audio/bg_0043.wav,2337226,bags
18,audio/bg_0016_time_stretch_3.wav,2143632,bags
19,audio/tool_0152.wav,2083528,tool
20,audio/tool_0153.wav,2083528,tool
21,audio/ring_0310.wav,2026860,ring
22,audio/bg_0044_time_stretch_1.wav,2005778,bags
23,audio/speech_0009_slice_4.wav,1920044,speech
24,audio/speech_0018_slice_3.wav,1920044,speech
25,audio/speech_0021_slice_2.wav,1920044,speech
26,audio/speech_0021_slice_1.wav,1920044,speech
27,audio/speech_0020_slice_4.wav,1920044,speech
28,audio/speech_0020_slice_3.wav,1920044,speech
29,audio/speech_0020_slice_2.wav,1920044,speech
30,audio/speech_0020_slice_1.wav,1920044,speech
31,audio/speech_0019_slice_4.wav,1920044,speech
32,audio/speech_0019_slice_3.wav,1920044,speech
33,audio/speech_0019_slice_2.wav,1920044,speech
34,audio/speech_0019_slice_1.wav,1920044,speech
35,audio/speech_0018_slice_4.wav,1920044,speech
36,audio/speech_0018_slice_2.wav,1920044,speech
37,audio/speech_0021_slice_4.wav,1920044,speech
38,audio/speech_0018_slice_1.wav,1920044,speech
39,audio/speech_0001_slice_1.wav,1920044,speech
40,audio/speech_0001_slice_2.wav,1920044,speech
41,audio/speech_0017_slice_4.wav,1920044,speech
42,audio/speech_0001_slice_3.wav,1920044,speech
43,audio/speech_0017_slice_3.wav,1920044,speech
44,audio/speech_0001_slice_4.wav,1920044,speech
45,audio/speech_0002_slice_1.wav,1920044,speech
46,audio/speech_0002_slice_2.wav,1920044,speech
47,audio/speech_0017_slice_2.wav,1920044,speech
48,audio/speech_0021_slice_3.wav,1920044,speech
49,audio/speech_0022_slice_1.wav,1920044,speech
50,audio/speech_0007_slice_1.wav,1920044,speech
51,audio/speech_0022_slice_2.wav,1920044,speech
52,audio/speech_0028_slice_3.wav,1920044,speech
53,audio/speech_0028_slice_2.wav,1920044,speech
54,audio/speech_0028_slice_1.wav,1920044,speech
55,audio/speech_0027_slice_4.wav,1920044,speech
56,audio/speech_0027_slice_3.wav,1920044,speech
57,audio/speech_0027_slice_2.wav,1920044,speech
58,audio/speech_0027_slice_1.wav,1920044,speech
59,audio/speech_0026_slice_4.wav,1920044,speech
60,audio/speech_0006_slice_3.wav,1920044,speech
61,audio/speech_0026_slice_2.wav,1920044,speech
62,audio/speech_0026_slice_1.wav,1920044,speech
63,audio/speech_0025_slice_4.wav,1920044,speech
64,audio/speech_0025_slice_3.wav,1920044,speech
65,audio/speech_0025_slice_2.wav,1920044,speech
66,audio/speech_0025_slice_1.wav,1920044,speech
67,audio/speech_0024_slice_4.wav,1920044,speech
68,audio/speech_0024_slice_3.wav,1920044,speech
69,audio/speech_0024_slice_2.wav,1920044,speech
70,audio/speech_0024_slice_1.wav,1920044,speech
71,audio/speech_0023_slice_4.wav,1920044,speech
72,audio/speech_0023_slice_3.wav,1920044,speech
73,audio/speech_0023_slice_2.wav,1920044,speech
74,audio/speech_0023_slice_1.wav,1920044,speech
75,audio/speech_0022_slice_4.wav,1920044,speech
76,audio/speech_0022_slice_3.wav,1920044,speech
77,audio/speech_0017_slice_1.wav,1920044,speech
78,audio/speech_0007_slice_3.wav,1920044,speech
79,audio/speech_0007_slice_2.wav,1920044,speech
80,audio/speech_0013_slice_2.wav,1920044,speech
81,audio/speech_0009_slice_2.wav,1920044,speech
82,audio/speech_0009_slice_3.wav,1920044,speech
83,audio/speech_0015_slice_2.wav,1920044,speech
84,audio/speech_0015_slice_1.wav,1920044,speech
85,audio/speech_0006_slice_2.wav,1920044,speech
86,audio/speech_0014_slice_4.wav,1920044,speech
87,audio/speech_0014_slice_3.wav,1920044,speech
88,audio/speech_0014_slice_2.wav,1920044,speech
89,audio/speech_0014_slice_1.wav,1920044,speech
90,audio/speech_0013_slice_4.wav,1920044,speech
91,audio/speech_0013_slice_3.wav,1920044,speech
92,audio/speech_0013_slice_1.wav,1920044,speech
93,audio/speech_0006_slice_1.wav,1920044,speech
94,audio/speech_0012_slice_4.wav,1920044,speech
95,audio/speech_0012_slice_3.wav,1920044,speech
96,audio/speech_0012_slice_2.wav,1920044,speech
97,audio/speech_0012_slice_1.wav,1920044,speech
98,audio/speech_0011_slice_4.wav,1920044,speech
99,audio/speech_0011_slice_3.wav,1920044,speech
100,audio/speech_0011_slice_2.wav,1920044,speech
101,audio/speech_0011_slice_1.wav,1920044,speech
102,audio/speech_0010_slice_4.wav,1920044,speech
103,audio/speech_0010_slice_3.wav,1920044,speech
104,audio/speech_0010_slice_2.wav,1920044,speech
105,audio/speech_0015_slice_3.wav,1920044,speech
106,audio/speech_0015_slice_4.wav,1920044,speech
107,audio/speech_0010_slice_1.wav,1920044,speech
108,audio/speech_0008_slice_3.wav,1920044,speech
109,audio/speech_0016_slice_4.wav,1920044,speech
110,audio/speech_0002_slice_3.wav,1920044,speech
111,audio/speech_0016_slice_3.wav,1920044,speech
112,audio/speech_0016_slice_2.wav,1920044,speech
113,audio/speech_0016_slice_1.wav,1920044,speech
114,audio/speech_0002_slice_4.wav,1920044,speech
115,audio/speech_0003_slice_1.wav,1920044,speech
116,audio/speech_0007_slice_4.wav,1920044,speech
117,audio/speech_0029_slice_1.wav,1920044,speech
118,audio/speech_0008_slice_1.wav,1920044,speech
119,audio/speech_0008_slice_2.wav,1920044,speech
120,audio/speech_0008_slice_4.wav,1920044,speech
121,audio/speech_0005_slice_4.wav,1920044,speech
122,audio/speech_0009_slice_1.wav,1920044,speech
123,audio/speech_0003_slice_2.wav,1920044,speech
124,audio/speech_0003_slice_3.wav,1920044,speech
125,audio/speech_0003_slice_4.wav,1920044,speech
126,audio/speech_0004_slice_1.wav,1920044,speech
127,audio/speech_0004_slice_2.wav,1920044,speech
128,audio/speech_0004_slice_3.wav,1920044,speech
129,audio/speech_0004_slice_4.wav,1920044,speech
130,audio/speech_0005_slice_1.wav,1920044,speech
